,gameName,genre,reviewScore,playTime
2782,Virtua Quest,Role-Playing,60,7.0
2783,Super Robot Taisen MX,Strategy,77,39.93
2784,Samurai Warriors: Xtreme Legends,Action,78,9.8
2785,History Civil War: Secret Missions,Shooter,37,7.57
2786,Jaws Unleashed,Action,55,4.73
2787,EyePet,Simulation,57,27.1
2788,EA Sports MMA,Fighting,65,27.23
2789,Crazy Taxi 3: High Roller,Racing,68,3.5
2790,Major League Baseball 2K11,Sports,70,25.0
2791,NBA Live 2005,Sports,79,6.0
2792,Block Kuzushi,Puzzle,63,2.08
2793,Angry Birds Trilogy,Action,57,24.0
2794,Tenchu Z,Action,56,16.28
2795,Robotech: Battlecry,Shooter,67,7.83
2796,The Sims: Vacation,Simulation,60,2.0
2797,Starsky & Hutch,Racing,63,9.98
2798,Room Zoom: Race for Impact,Racing,30,2.0
2799,Tiger Woods PGA Tour 12: The Masters,Sports,68,21.0
2800,Galaga: Destination Earth,Shooter,57,4.0
2801,Wii Sports Club,Sports,60,2.77
2802,F.E.A.R. Files,Shooter,70,9.98
2803,Shifters,Adventure,60,7.0
2804,Warriors Orochi 3 Hyper,Action,74,10.62
2805,Dora the Explorer: Journey to the Purple Planet,Adventure,73,2.72
2806,Street Fighter Anniversary Collection,Fighting,79,2.75
2807,Anno 1701: Dawn of Discovery,Simulation,73,19.0
2808,SOCOM: U.S. Navy SEALs Confrontation,Shooter,47,10.0
2809,4x4 Evolution,Racing,60,23.0
2810,Brothers in Arms: Double Time,Shooter,60,5.0
2811,Jimmy Neutron: Boy Genius,Platform,53,2.0
2812,Totally Spies!,Platform,78,4.0
2813,Sengoku Basara: Sanada Yukimura-Den,Action,60,5.0
2814,Spy Hunter 2,Racing,53,6.0
2815,S.L.A.I.: Steel Lancer Arena International,Simulation,70,32.67
2816,Naruto Shippuden: Dragon Blade Chronicles,Action,54,5.33
2817,Hello Kitty: Roller Rescue,Action,68,2.58
2818,Shadow Man: 2econd Coming,Adventure,57,13.32
2819,Putty Squad,Platform,50,5.95
2820,Lupin the 3rd: Treasure of the Sorcerer King,Adventure,55,15.68
2821,Tribes: Aerial Assault,Shooter,70,2.67
2822,Lowrider,Misc,0,5.0
2823,Saint Seiya: Brave Soldiers,Fighting,72,9.37
2824,SpongeBob SquarePants: Plankton's Robotic Revenge,Shooter,50,10.11
2825,Yanya Caballista: City Skater,Sports,50,2.25
2826,NCAA Football 06,Sports,84,42.25
2827,Fist of the North Star: Ken's Rage 2,Fighting,72,51.22
2828,Summer Athletics 2009,Sports,70,15.0
2829,So Blonde,Adventure,66,9.77
2830,Naruto: Clash of Ninja Revolution 2,Fighting,62,2.52
2831,The Dukes of Hazzard: Return of the General Lee,Racing,57,3.12
2832,SOCOM 3: U.S. Navy SEALs,Shooter,79,7.47
2833,Phantasy Star Online 2,Role-Playing,80,730.0
2834,Zoo Tycoon,Strategy,59,14.42
2835,Kao the Kangaroo,Platform,57,4.78
2836,The Terminator: Dawn of Fate,Action,68,5.5
2837,Cel Damage,Racing,65,9.52
2838,Inazuma Eleven GO Strikers 2013,Role-Playing,75,17.17
2839,International Cricket 2010,Sports,75,18.26
2840,Growlanser: Heritage of War,Role-Playing,65,35.0
2841,NCAA Football 13,Action,80,51.75
2842,Grand Ages: Medieval,Strategy,65,26.85
2843,Ephemeral Fantasia,Role-Playing,48,36.57
2844,Black & White 2,Strategy,76,14.05
2845,Kessen II,Strategy,73,21.42
2846,Blazing Angels 2: Secret Missions of WWII,Simulation,67,19.33
2847,Seven Samurai 20XX,Action,47,5.22
2848,The Outfit,Action,58,7.87
2849,Star Wars: Jedi Starfighter,Simulation,64,17.15
2850,Rare Replay,Misc,85,25.18
2851,Cy Girls,Action,0,9.95
2852,Crime Life: Gang Wars,Action,53,8.6
2853,Pirates: The Legend of Black Kat,Adventure,68,7.02
2854,G.I. Joe: The Rise of Cobra,Action,54,10.33
2855,The Sims 2: University,Simulation,77,25.0
2856,Zoo Tycoon 2,Strategy,73,22.08
2857,State of Emergency,Action,46,10.35
2858,SBK X: Superbike World Championship,Racing,70,22.0
2859,Dynasty Warriors 8,Action,75,67.71
2860,Marvel Super Hero Squad: Comic Combat,Action,60,4.0
2861,Brave: A Warrior's Tale,Action,50,6.45
2862,Lagoon,Role-Playing,56,8.53
2863,NCAA Basketball 09,Sports,63,3.0
2864,Band Hero,Misc,63,17.35
2865,Top Gun: Combat Zones,Simulation,60,10.0
2866,DJ Hero 2,Misc,79,21.93
2867,Cooking Mama: World Kitchen,Simulation,65,4.53
2868,King Arthur,Action,57,7.22
2869,Vampire Rain,Action,47,22.1
2870,Rise of Nightmares,Action,66,7.45
2871,Graffiti Kingdom,Role-Playing,75,5.55
2872,Fast & Furious: Showdown,Action,26,9.37
2873,Boom Blox Bash Party,Puzzle,69,7.92
2874,The King of Fighters Collection: The Orochi Saga,Fighting,73,3.08
2875,NASCAR: Dirt to Daytona,Racing,76,27.5
2876,Conflict: Vietnam,Shooter,72,22.0
2877,Secret Service,Action,44,12.75
2878,Wings of War,Simulation,40,8.0
2879,L.A. Rush,Racing,63,25.12
2880,Fantastic Four: Rise of the Silver Surfer,Action,48,11.4
2881,Drake of the 99 Dragons,Shooter,25,4.38
2882,Land of the Dead: Road to Fiddler's Green,Shooter,52,4.35
2883,Romance of the Three Kingdoms II,Strategy,80,54.22
2884,MTX Mototrax,Racing,73,6.6
2885,Onechanbara: Bikini Samurai Squad,Action,62,5.92
2886,Bleach: Versus Crusade,Fighting,76,2.0
2887,Prisoner of War,Adventure,66,10.15
2888,Xiaolin Showdown,Action,80,6.0
2889,Astro Boy,Action,53,3.5
2890,Hour of Victory,Shooter,23,9.18
2891,Kingdom Under Fire: Circle of Doom,Role-Playing,59,9.0
2892,Dynasty Warriors: Strikeforce,Action,54,10.0
2893,Robin Hood: Defender of the Crown,Strategy,70,11.52
2894,Final Fight: Streetwise,Action,61,7.57
2895,Shellshock: Nam '67,Shooter,57,11.67
2896,Demon Chaos,Action,50,7.98
2897,The King of Route 66,Racing,0,6.75
2898,Monopoly Streets,Misc,56,6.1
2899,Carnival Games,Misc,65,6.18
2900,Colosseum: Road to Freedom,Role-Playing,73,21.0
2901,Secret Weapons Over Normandy,Simulation,72,6.0
2902,MotoGP '06,Racing,60,10.0
2903,Spore Hero,Simulation,48,10.5
2904,4 Elements,Puzzle,62,8.52
2905,NHL 2003,Sports,72,26.62
2906,Rurouni Kenshin: Enjou! Kyoto Rinne,Action,70,4.33
2907,Star Trek: Shattered Universe,Simulation,47,8.0
2908,Revolution X,Shooter,56,2.77
2909,Sengoku Basara X,Fighting,72,2.42
2910,Drome Racers,Racing,0,16.0
2911,Dance Dance Revolution Extreme,Simulation,79,13.67
2912,Major Minor's Majestic March,Misc,60,2.47
2913,Warriors: Legends of Troy,Action,58,14.67
2914,Triggerheart Exelica,Shooter,67,2.51
2915,Bomberman: Act Zero,Puzzle,55,2.72
2916,The Gunstringer,Shooter,76,6.03
2917,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,66,6.0
2918,Smash Cars,Racing,0,3.85
2919,EA Sports Active 2,Sports,65,12.0
2920,Robotech: Invasion,Shooter,70,6.27
2921,Beijing 2008,Sports,53,3.25
2922,Shaun White Snowboarding: Road Trip,Sports,50,2.83
2923,Two Worlds,Role-Playing,61,31.1
2924,NHL Slapshot,Sports,70,11.0
2925,Mojo!,Puzzle,33,8.42
2926,FaceBreaker,Fighting,65,7.0
2927,I Spy: Spooky Mansion,Puzzle,73,4.12
2928,Flushed Away,Platform,42,4.33
2929,Showdown: Legends of Wrestling,Fighting,60,7.5
2930,Dead Man's Hand,Shooter,61,4.5
2931,Carnival Island,Misc,70,3.25
2932,Green Day: Rock Band,Misc,75,21.06
2933,World Destruction League: Thunder Tanks,Action,90,8.75
2934,To Heart,Adventure,70,35.0
2935,Saturday Night Speedway,Racing,0,5.0
2936,RollerCoaster Tycoon 3,Strategy,76,17.03
2937,Combat Flight Simulator 3: Battle for Europe,Simulation,85,28.0
2938,Cabela's Big Game Hunter 2012,Sports,55,4.0
2939,Warhammer: Dark Omen,Strategy,78,15.0
2940,Far Cry Instincts Evolution,Shooter,61,11.17
2941,Close Combat: First to Fight,Shooter,68,4.88
2942,Kamen Rider: Battride War II,Action,65,22.43
2943,NASCAR 2011: The Game,Racing,60,30.0
2944,Fantasia: Music Evolved,Misc,80,8.43
2945,Rugby World Cup 2011,Sports,45,20.0
2946,Spirits & Spells,Platform,50,7.0
2947,Birds of Steel,Simulation,60,10.0
2948,Marvel vs. Capcom Origins,Fighting,78,5.02
2949,Catan,Strategy,62,6.93
2950,Ikki Tousen: Shining Dragon,Role-Playing,70,10.0
2951,RTX Red Rock,Shooter,70,14.3
2952,Commandos: Strike Force,Shooter,66,17.77
2953,Warship Gunner 2,Simulation,75,58.2
2954,GT Pro Series,Racing,43,9.0
2955,Thunderstrike: Operation Phoenix,Simulation,0,15.0
2956,Centipede: Infestation,Shooter,56,3.55
2957,Ultimate Band,Misc,40,15.0
2958,Sitting Ducks,Platform,37,11.27
2959,Kessen,Strategy,60,12.18
2960,Bass Pro Shops: The Strike,Sports,60,12.0
2961,MLB Power Pros,Sports,80,4.3
2962,Sengoku Basara 2,Action,80,11.0
2963,Backyard Sports: Sandlot Sluggers,Sports,0,3.58
2964,Rory McIlroy PGA Tour,Action,74,10.0
2965,Zathura,Adventure,37,3.83
2966,SD Gundam Force: Showdown!,Shooter,40,8.0
2967,The History Channel: Battle for the Pacific,Shooter,31,9.6
2968,Savage Skies,Shooter,40,4.68
2969,Monster Truck Madness,Racing,65,5.0
2970,Animal Kingdom: Wildlife Expedition,Adventure,70,5.27
2971,Far Cry Vengeance,Shooter,20,8.18
2972,Unison: Rebels of Rhythm & Dance,Misc,50,2.6
2973,NHL 14,Sports,79,46.07
2974,SingStar Vol. 2,Misc,70,2.0
2975,The Fight: Lights Out,Fighting,30,48.0
2976,Trigger Man,Shooter,37,2.92
2977,Fishing Resort,Sports,100,36.25
2978,Petz Rescue: Wildlife Vet,Simulation,70,3.55
2979,Pirates of the Caribbean: The Legend of Jack Sparrow,Adventure,58,25.25
2980,North American Hunting Extravaganza,Sports,0,6.0
2981,Sengoku Basara 4,Action,90,61.0
2982,Cabela's African Safari,Sports,53,4.0
2983,Cabela's Dangerous Hunts 2011,Sports,45,8.3
2984,Cabela's Survival: Shadows of Katmai,Sports,58,4.93
2985,The Land Before Time: Great Valley Racing Adventure,Racing,30,2.5
2986,Dynasty Tactics,Strategy,75,13.55
2987,Dynasty Tactics 2,Strategy,80,10.0
2988,Dark Summit,Sports,62,7.0
2989,Dr. Seuss' The Cat in the Hat,Misc,48,5.4
2990,NBA Ballers: Chosen One,Sports,70,3.5
2991,Sunny Garcia Surfing,Sports,60,2.72
2992,City Crisis,Simulation,40,2.48
2993,Dynasty Warriors 7: Empires,Action,73,8.07
2994,Night at the Museum: Battle of the Smithsonian,Action,45,7.88
2995,Kamen Rider: Battride War,Action,0,18.3
2996,Shepherd's Crossing,Simulation,70,11.75
2997,Dewy's Adventure,Platform,57,7.3
2998,Bombastic,Puzzle,77,2.72
2999,College Hoops 2K8,Sports,90,4.0
3000,Ford Mustang: The Legend Lives,Racing,65,4.23
3001,EyeToy: AntiGrav,Sports,30,10.0
3002,Major League Baseball 2K9,Sports,68,10.0
3003,Grand Slam Tennis 2,Sports,70,8.52
3004,Race Pro,Racing,64,19.38
3005,Wave Rally,Racing,0,3.0
3006,All Star Karate,Action,40,5.45
3007,My Street,Misc,60,10.0
3008,Samurai Warriors 4: Empires,Action,69,37.75
3009,Hasbro Family Fun Pack,Misc,45,4.87
